1.445280010748833277e+01 2.596573988794087029e+01 3.747863797730927615e+01 4.899156814249062109e+01 6.050451217741589005e+01 7.201741546234829627e+01 8.353034755430218183e+01 9.504320885848846956e+01 1.065562059052437007e+02
1.449076597512627451e+01 2.600368227426677237e+01 3.751660186880752690e+01 4.902950932205479262e+01 6.054248176264151482e+01 7.205539945103920729e+01 8.356831741564747063e+01 9.508120725491099279e+01 1.065941508606563985e+02
1.405670265860198498e+01 2.556940896490888804e+01 3.708248956004423036e+01 4.859546853329554494e+01 6.010835910449281982e+01 7.162127473627539587e+01 8.313420219166428637e+01 9.464711582268438406e+01 1.061600603347998231e+02
1.430398083248425323e+01 2.581692629774883585e+01 3.732987696632854835e+01 4.884276325443214972e+01 6.035570413554544444e+01 7.186861859488664095e+01 8.338153335196879823e+01 9.489446926312272979e+01 1.064073929970863759e+02
1.440260525992179907e+01 2.591552654190061489e+01 3.742846169264701217e+01 4.894139916246241029e+01 6.045433193557657603e+01 7.196723252121509518e+01 8.348019661583840900e+01 9.499308492937372250e+01 1.065060130977962558e+02
1.465535721142455472e+01 2.616826031728490420e+01 3.768122124811952744e+01 4.919411763789617709e+01 6.070691436338193370e+01 7.221984258166942539e+01 8.373288930160099142e+01 9.524565086340317066e+01 1.067586018851519185e+02
1.423517761989341324e+01 2.574809909618803871e+01 3.726098708768935808e+01 4.877388688455107513e+01 6.028685726566184400e+01 7.179980604624972784e+01 8.331272886297595903e+01 9.482557896309815249e+01 1.063385622141448579e+02
1.459224196908311377e+01 2.610516046709589943e+01 3.761806679251824193e+01 4.913101750740175788e+01 6.064395763823807073e+01 7.215686246167467743e+01 8.366979457224806538e+01 9.518269139817923019e+01 1.066956250855314607e+02
1.475828890484790001e+01 2.627115401816157103e+01 3.778416670052500592e+01 4.929708359463270995e+01 6.080989022186437865e+01 7.232291596319466009e+01 8.383580598418613761e+01 9.534878900422285142e+01 1.068616619370804273e+02
1.430142608577872032e+01 2.581435338502637222e+01 3.732731350939635462e+01 4.884021017792318275e+01 6.035306676753999966e+01 7.186604811700158280e+01 8.337899137933118254e+01 9.489190495615538623e+01 1.064048106371147497e+02
1.433120692438119548e+01 2.584415392123525024e+01 3.735706959904570823e+01 4.886996379781977140e+01 6.038286644293305017e+01 7.189583693618084226e+01 8.340873582695974164e+01 9.492168646483784755e+01 1.064345893852129024e+02
1.453492053027505904e+01 2.604785632335810774e+01 3.756081961179036455e+01 4.907372945549742838e+01 6.058660668630261625e+01 7.209955066681440883e+01 8.361247852425421456e+01 9.512536992600749386e+01 1.066383247064580075e+02
1.418175719850911776e+01 2.569464660237372300e+01 3.720762242184502355e+01 4.872053645892218299e+01 6.023343637174338028e+01 7.174636612648905043e+01 8.325927683270988666e+01 9.477215145930365736e+01 1.062850856537386903e+02
1.416019596673973879e+01 2.567313377960055121e+01 3.718605993650859887e+01 4.869899317525675997e+01 6.021191361787811758e+01 7.172484724825851288e+01 8.323778972723680170e+01 9.475069275675581082e+01 1.062636178492090693e+02
1.443599810951110030e+01 2.594893932047059337e+01 3.746186774426190169e+01 4.897477496082552761e+01 6.048771300344358792e+01 7.200062885353267461e+01 8.351353516793763276e+01 9.502648973991880155e+01 1.065394248092384828e+02
1.435637466597483858e+01 2.586926951680027287e+01 3.738222884291213433e+01 4.889510964097171097e+01 6.040806578883471900e+01 7.192096278277617216e+01 8.343392315225582934e+01 9.494682352415188120e+01 1.064597787483814102e+02
1.472641101068330549e+01 2.623936120080114165e+01 3.775225876331329999e+01 4.926518149182914641e+01 6.077813767741727702e+01 7.229101223193981696e+01 8.380397101465507603e+01 9.531685991571657723e+01 1.068298128094975965e+02
1.457469098406303232e+01 2.608761739807412638e+01 3.760056224856808171e+01 4.911347171837381609e+01 6.062640797299287954e+01 7.213932915426435954e+01 8.365225497801368704e+01 9.516518744048816814e+01 1.066781174333514031e+02
1.419218549495623272e+01 2.570510782267471583e+01 3.721803576439858574e+01 4.873098265913605331e+01 6.024389303603565793e+01 7.175678233601701095e+01 8.326974288737751806e+01 9.478266771120577516e+01 1.062955786551403037e+02
1.461134927034786024e+01 2.612422493700399784e+01 3.763720061820490059e+01 4.915007798875317491e+01 6.066298271679912091e+01 7.217598651176540159e+01 8.368891485117499940e+01 9.520183913521523777e+01 1.067147311447704539e+02
1.417231092560152739e+01 2.568523766453753865e+01 3.719815874650986132e+01 4.871109326166133968e+01 6.022401298141701176e+01 7.173692998098691476e+01 8.324981272259057619e+01 9.476278833177164529e+01 1.062756864824565071e+02
1.449764390752684307e+01 2.601065916877242401e+01 3.752349129289914487e+01 4.903644649699071323e+01 6.054944292595030220e+01 7.206225478129259443e+01 8.357517451363115413e+01 9.508814034348563382e+01 1.066010176429780358e+02
1.444821847488215383e+01 2.596114558975917674e+01 3.747405514762237999e+01 4.898699861397482636e+01 6.049991036370821007e+01 7.201285799057525594e+01 8.352576996510801166e+01 9.503869371874358762e+01 1.065516046580284382e+02
1.432956641542627629e+01 2.584249294738066638e+01 3.735540412535353738e+01 4.886834369893981744e+01 6.038127880121954405e+01 7.189414775114238410e+01 8.340710621868706198e+01 9.492004657338556228e+01 1.064329990722221169e+02
1.440250814633595056e+01 2.591548700291880181e+01 3.742835563774105623e+01 4.894130683017208128e+01 6.045420584953390630e+01 7.196713054909152163e+01 8.348006088822364745e+01 9.499297573921626281e+01 1.065059416466319817e+02
1.456299818027545712e+01 2.607590902348040984e+01 3.758876942578726954e+01 4.910176624660648770e+01 6.061455815670980485e+01 7.212759621723294856e+01 8.364049666155931106e+01 9.515346989238781816e+01 1.066664220295711658e+02
1.452318710733497653e+01 2.603614876481013596e+01 3.754904557932961495e+01 4.906197686666720870e+01 6.057488582347204442e+01 7.208781186094992677e+01 8.360071723183682479e+01 9.511368794562210383e+01 1.066265976179960830e+02
1.403556049745297685e+01 2.554850014164590277e+01 3.706137332221864256e+01 4.857426408074505986e+01 6.008721118653789972e+01 7.160015272281935950e+01 8.311307927560895337e+01 9.462603805079663744e+01 1.061387370144323512e+02
1.429527635432843802e+01 2.580809344328505262e+01 3.732107090989276799e+01 4.883406759647536433e+01 6.034698853971171673e+01 7.185986726265366542e+01 8.337283730966510120e+01 9.488577070465503027e+01 1.063986593019537850e+02
1.409544052021891147e+01 2.560836511531857695e+01 3.712130363512903841e+01 4.863421058733103308e+01 6.014711795368445024e+01 7.165998491531300374e+01 8.317296827577844454e+01 9.468590892537720549e+01 1.061988191995155120e+02
1.426164457903995064e+01 2.577460987036556617e+01 3.728753695379040778e+01 4.880041093887535908e+01 6.031336025972328940e+01 7.182626452061664679e+01 8.333918805568821142e+01 9.485214819860641455e+01 1.063650388332972767e+02
1.437556714673050706e+01 2.588850547215903930e+01 3.740143052963060200e+01 4.891432343896458690e+01 6.042725604761616864e+01 7.194014326212052879e+01 8.345305640246404266e+01 9.496599975104992097e+01 1.064789196933456594e+02
1.465899961406521790e+01 2.617193844699493965e+01 3.768485670282727540e+01 4.919778295193825812e+01 6.071069781840733270e+01 7.222363101885818537e+01 8.373656380891796402e+01 9.524950144232505522e+01 1.067624226292452789e+02
1.413795301707435392e+01 2.565088558926224849e+01 3.716380702237935196e+01 4.867673005370743766e+01 6.018965674105372443e+01 7.170259035505782208e+01 8.321550792300273258e+01 9.472842802690657038e+01 1.062413588187435778e+02
1.485046581175630998e+01 2.636337357424774552e+01 3.787632095548291034e+01 4.938923301614473615e+01 6.090215748222661318e+01 7.241510103573395440e+01 8.392797242573294625e+01 9.544092922561165437e+01 1.069538198903871944e+02
1.389578043133017005e+01 2.540864662928078133e+01 3.692162174946450648e+01 4.843453194700383335e+01 5.994747070724891103e+01 7.146038585233169727e+01 8.297333740579935579e+01 9.448623873133421114e+01 1.059991724722594313e+02
1.415579087411684078e+01 2.566871178641950024e+01 3.718165350655302603e+01 4.869462942611582434e+01 6.020747921871787867e+01 7.172040637861589119e+01 8.323333845682601861e+01 9.474628925759014919e+01 1.062591713767021560e+02
1.413337383855165008e+01 2.564633530937711825e+01 3.715923271758239821e+01 4.867214666905545783e+01 6.018501800593061546e+01 7.169793036421069132e+01 8.321091454505322815e+01 9.472376447142993072e+01 1.062367607121287278e+02
1.448244175809279710e+01 2.599542934806712324e+01 3.750830309199351120e+01 4.902114730648803231e+01 6.053420546665363133e+01 7.204710428732408900e+01 8.355993280885195418e+01 9.507293169258007026e+01 1.065858549174916590e+02
1.410772665131122849e+01 2.562065881528897293e+01 3.713356140512406967e+01 4.864653590111912251e+01 6.015945179868172232e+01 7.167235152948120458e+01 8.318527366527311528e+01 9.469814687994121982e+01 1.062110969368662552e+02
1.449368080917201951e+01 2.600660902868721536e+01 3.751941675078040817e+01 4.903245408854892418e+01 6.054526231340857123e+01 7.205828133016804316e+01 8.357116496836735564e+01 9.508412169115706547e+01 1.065970258163448960e+02
1.429546710432622803e+01 2.580839815465350995e+01 3.732131118132605252e+01 4.883423747031553575e+01 6.034710820341084769e+01 7.186007390812856954e+01 8.337300167005761864e+01 9.488591553193323591e+01 1.063988181507036899e+02
