-3.884625355422728799e+00 -3.876937792111104564e+00 -3.881936160831512161e+00 -3.864462667153591102e+00 -3.867141417225806954e+00 -3.881329480314522407e+00 -3.865524127161398038e+00 -3.864561355621180638e+00 -3.887636173902507153e+00
-3.997783690957572134e+00 -3.982197397891459101e+00 -3.997758034432751906e+00 -3.986929013272975109e+00 -3.993643453452995651e+00 -3.998297699064647048e+00 -3.977299798131773478e+00 -3.981367833950955948e+00 -4.002096676141756681e+00
-3.977924234126521519e+00 -3.977899577046724922e+00 -3.979692458924645848e+00 -3.993702983615527558e+00 -3.987533687576624963e+00 -3.974529566455394125e+00 -3.984184919067764064e+00 -3.980840125700878307e+00 -3.993613530185089466e+00
-3.950223215719090408e+00 -3.962232257304379779e+00 -3.960023160124906294e+00 -3.952577337549669778e+00 -3.957179344117986997e+00 -3.959547756990438039e+00 -3.953804633576295746e+00 -3.964952108789299157e+00 -3.953658156622460673e+00
-3.947461632203415061e+00 -3.947374026023267479e+00 -3.952652369539866761e+00 -3.945201566458362841e+00 -3.945011901131725729e+00 -3.943646999011764187e+00 -3.943257166161795446e+00 -3.947307959348857587e+00 -3.958076424577044783e+00
-3.959111851160427964e+00 -3.953405983501821375e+00 -3.937353617807705319e+00 -3.968443463536316607e+00 -3.960361956754665069e+00 -3.949515834190384655e+00 -3.952745206752909635e+00 -3.954561833720635633e+00 -3.965196128368694506e+00
-4.023050720634368638e+00 -4.025703205102180604e+00 -4.013422480899956568e+00 -4.016349159399029034e+00 -4.004903829299079732e+00 -4.017124699063931992e+00 -4.020156325962920718e+00 -4.010506140735055958e+00 -4.029537318697581583e+00
-3.928629347934935456e+00 -3.906674563912300613e+00 -3.913834139672732082e+00 -3.907249428802282321e+00 -3.911033186708199771e+00 -3.901934130439315140e+00 -3.910298823988032524e+00 -3.913647768823176332e+00 -3.902385081203794126e+00
-3.956589254439355496e+00 -3.946876507144774671e+00 -3.943248037267048201e+00 -3.956731817847680244e+00 -3.951641279808040252e+00 -3.958513952952356085e+00 -3.954450314509177389e+00 -3.954455924005793488e+00 -3.940625704354951520e+00
-3.796814424817674727e+00 -3.806315929782752683e+00 -3.806188041134516364e+00 -3.808558321699666571e+00 -3.807887362808794585e+00 -3.807129017027739426e+00 -3.805840416323959197e+00 -3.824558597426071405e+00 -3.809159189841169191e+00
-3.918297413969262344e+00 -3.915327525804447983e+00 -3.909913045749519256e+00 -3.919387208147544932e+00 -3.918270126712997126e+00 -3.906293579538556493e+00 -3.925010369237013297e+00 -3.926834752872437662e+00 -3.918172862185805627e+00
-3.986755638948300096e+00 -3.987902186567585439e+00 -3.982506060392025482e+00 -3.993472636343584181e+00 -3.987155611318679682e+00 -3.979601691519610629e+00 -3.992483496710430124e+00 -3.989116989216042075e+00 -3.983392997980117034e+00
-4.046942537901672132e+00 -4.039384161080780800e+00 -4.045711436024791219e+00 -4.036922782698434631e+00 -4.038998993146590166e+00 -4.042648446285783237e+00 -4.038997930636389455e+00 -4.031839059217171339e+00 -4.034831385508236501e+00
-4.032517341294367341e+00 -4.039373865729674051e+00 -4.049365716150483685e+00 -4.067713021950123853e+00 -4.069179280027372059e+00 -4.045487724837760979e+00 -4.059543556594824132e+00 -4.057807368047587460e+00 -4.064415044274992894e+00
-3.916085286541049815e+00 -3.924328405128988173e+00 -3.930488352414313713e+00 -3.919303861639487963e+00 -3.936046539447338510e+00 -3.923459341224251773e+00 -3.915232838415286576e+00 -3.920034514337594977e+00 -3.926025605824507547e+00
-4.005087841515099001e+00 -4.012795515982970684e+00 -4.017097781948940849e+00 -4.012191047492885687e+00 -4.013541235022080045e+00 -4.013204575623855241e+00 -4.005277508768392281e+00 -4.021166594201085687e+00 -4.002118635656387369e+00
-4.010641292988508688e+00 -4.024107448093017680e+00 -4.026491722409241802e+00 -4.022077116882988967e+00 -4.022045668003201513e+00 -4.033737184254730934e+00 -4.030338605919699724e+00 -4.044529541806101136e+00 -4.037768961579123683e+00
-3.915254207594200064e+00 -3.926816290415245270e+00 -3.927828480573459125e+00 -3.928940683105408116e+00 -3.932697449482142726e+00 -3.928425862078779751e+00 -3.937965749035829965e+00 -3.915177425636206632e+00 -3.952880236900410349e+00
-3.967332590049951868e+00 -3.971253191706005659e+00 -3.983596490170187909e+00 -3.973579326479062868e+00 -3.972694280609131656e+00 -3.969733593813931982e+00 -3.972195760037423362e+00 -3.967031143101007018e+00 -3.962963889653939198e+00
-4.025952852527074910e+00 -4.028057435772381289e+00 -4.020571073356705938e+00 -4.039272458490633433e+00 -4.031186670592928678e+00 -4.040364014425230188e+00 -4.035132718264610396e+00 -4.027011138991381856e+00 -4.033371547338997942e+00
